nflId,FirstName,LastName,PositionAbbr,EntryYear,DraftRound,DraftNumber,Height,Weight,College
2552494,Medgar,Harold,OLB,2015,3,79,"6'03""",265,Virginia
2553436,John,Miller,G,2015,3,81,"6'03""",315,Louisville
2552315,Jordan,Hicks,MLB,2015,3,84,"6'01""",236,Texas
2552586,Tyler,Kroft,TE,2015,3,85,"6'06""",250,Rutgers
2553435,David,Johnson,RB,2015,3,86,"6'01""",224,Northern Iowa
2552470,Sammie,Coates,WR,2015,3,87,"6'01""",212,Auburn
2552603,Danielle,Hunter,DE,2015,3,88,"6'05""",252,Louisiana State
2552576,Sean,Mannion,QB,2015,3,89,"6'06""",231,Oregon State
2552280,Carl,Davis,NT,2015,3,90,"6'05""",327,Iowa
2552666,Charles,Green,G,2015,3,91,"6'05""",300,Florida
2552399,Jeff,Heuerman,TE,2015,3,92,"6'05""",255,Ohio State
2552272,Henry,Anderson,DE,2015,3,93,"6'06""",301,Stanford
2552429,Ty,Montgomery,RB,2015,3,94,"6'00""",216,Stanford
2552635,Matt,Jones,RB,2015,3,95,"6'02""",239,Florida
2552611,Xavier,Cooper,DT,2015,3,96,"6'04""",300,Washington State
2552271,Geneo,Grissom,OLB,2015,3,97,"6'04""",265,Oklahoma
2552278,Trey,Flowers,DE,2015,4,101,"6'02""",265,Arkansas
2552357,Daryl,Williams,T,2015,4,102,"6'06""",330,Oklahoma
2552415,Jamison,Crowder,WR,2015,4,105,"5'09""",177,Duke
2552418,Justin,Hardy,WR,2015,4,107,"5'10""",192,East Carolina
2552464,Jalston,Fowler,FB,2015,4,108,"5'11""",254,Alabama
2552365,Trevor,Clemmings,T,2015,4,110,"6'05""",309,Pittsburgh
2552605,Ibraheim,Campbell,FS,2015,4,115,"5'11""",208,Northwestern
2553437,Rodney,Gunter,DT,2015,4,116,"6'05""",305,Delaware State
2552478,Blake,Bell,TE,2015,4,117,"6'06""",252,Oklahoma
2552320,Ramik,Wilson,ILB,2015,4,118,"6'02""",237,Georgia
2552259,Joshua,Shaw,CB,2015,4,120,"6'01""",200,Southern California
2552279,Za'Darius,Smith,OLB,2015,4,122,"6'04""",275,Kentucky
2552431,Vincent,Mayle,TE,2015,4,123,"6'02""",228,Washington State
2552592,Shanderious,Alexander,MLB,2015,4,124,"6'01""",227,Louisiana State
2552631,Javorius,Allen,RB,2015,4,125,"6'00""",222,Southern California
2552686,Damien,Wilson,OLB,2015,4,127,"6'01""",243,Minnesota
2552343,Jonathan,Feliciano,G,2015,4,128,"6'04""",323,Miami
2552314,Jake,Ryan,ILB,2015,4,129,"6'02""",240,Michigan
2552563,Shaquille,Mason,G,2015,4,131,"6'01""",310,Georgia Tech
2552583,Max,Garcia,G,2015,4,133,"6'04""",309,Florida
2552467,Mark,Glowinski,G,2015,4,134,"6'04""",310,West Virginia
2552327,Grady,Jarrett,DT,2015,5,137,"6'00""",305,Clemson
2552316,Martrell,Spaight,ILB,2015,5,141,"6'00""",243,Arkansas
2552385,Adrian,Amos,FS,2015,5,142,"6'00""",214,Penn State
2552434,Bobby,McCain,CB,2015,5,145,"5'11""",192,Memphis
2552608,Stefon,Diggs,WR,2015,5,146,"6'00""",191,Maryland
2552588,Brett,Hundley,QB,2015,5,147,"6'03""",226,UCLA
2552582,Jay,Ajayi,RB,2015,5,149,"6'00""",223,Boise State
2552438,David,Parry,DT,2015,5,151,"6'02""",317,Stanford
2552296,Kyle,Emanuel,OLB,2015,5,153,"6'03""",250,North Dakota State
2552329,Tyeler,Davison,DT,2015,5,154,"6'02""",309,Fresno State
2552559,Christopher,Uzomah,TE,2015,5,157,"6'06""",265,Auburn
2552656,Jamarcus,Nelson,WR,2015,5,159,"5'10""",160,Alabama-Birmingham
2552633,Jesse,James,TE,2015,5,160,"6'07""",261,Penn State
2552277,Ryan,Russell,DE,2015,5,163,"6'05""",275,Purdue
2552599,Lorenzo,Doss,CB,2015,5,164,"5'11""",187,Tulane
2552711,Bradley,Pinion,P,2015,5,165,"6'05""",229,Clemson
2552701,Joe,Cardona,LS,2015,5,166,"6'03""",245,Navy
2552636,Michael,Burton,FB,2015,5,168,"6'00""",240,Rutgers
2553441,David,Mayo,MLB,2015,5,169,"6'02""",245,Texas State
2552449,Tye,Smith,CB,2015,5,170,"6'00""",195,Towson
2552402,Nicholas,Boyle,TE,2015,5,171,"6'04""",270,Delaware
2553442,Donell,Alexander,OLB,2015,5,172,"6'02""",233,Oregon State
2553318,James,O'Shaughnessy,TE,2015,5,173,"6'04""",245,Illinois State
2552375,Cameron,Artis-Payne,RB,2015,5,174,"5'10""",215,Auburn
2552733,Benjamin,Bennett,DT,2015,6,180,"6'02""",287,Ohio State
2552651,Kaelin,Clay,WR,2015,6,184,"5'10""",195,Utah
2552654,Geremy,Davis,WR,2015,6,186,"6'03""",217,Connecticut
2552676,Darius,Philon,DT,2015,6,192,"6'01""",300,Arkansas
2552403,Nicklaus,O'Leary,TE,2015,6,194,"6'03""",252,Florida State
2552390,Derron,Smith,SS,2015,6,197,"5'10""",200,Fresno State
2552660,Randall,Telfer,TE,2015,6,198,"6'04""",250,Southern California
2552444,Leterrius,Walton,DE,2015,6,199,"6'05""",305,Central Michigan
2552262,Quandre,Diggs,CB,2015,6,200,"5'09""",200,Texas
2552580,Alexander,Derby,TE,2015,6,202,"6'05""",255,Arkansas
2552477,Aaron,Ripkowski,FB,2015,6,206,"6'01""",246,Oklahoma
2504319,Edward,Lechler,P,2000,5,142,"6'02""",230,Texas A&M
2504211,Tom,Brady,QB,2000,6,199,6'04'',225,Michigan
2504775,Drew,Brees,QB,2001,2,32,"6'00""",209,Purdue
2506017,Andy,Lee,P,2004,6,188,"6'01""",185,Pittsburgh
2505889,Donald,Jones,P,2004,7,224,"6'02""",221,Louisiana State
2505708,Michael,Adams,SS,2004,NULL,NULL,"5'11""",205,Delaware
2506404,Frank,Gore,RB,2005,3,65,"5'09""",212,Miami
2506420,Richie,Incognito,G,2005,3,81,"6'04""",322,Nebraska
2506438,Dustin,Colquitt,P,2005,3,99,"6'03""",210,Tennessee
2506467,Darren,Sproles,RB,2005,4,130,"5'06""",190,Kansas State
2506540,Joseph,Berger,G,2005,6,207,"6'05""",305,Michigan Tech
2506546,Derek,Anderson,QB,2005,6,213,"6'06""",235,Oregon State
2506562,Matt,Cassel,QB,2005,7,230,"6'04""",228,Southern California
2506581,Ryan,Fitzpatrick,QB,2005,7,250,"6'02""",223,Harvard
2506147,John,Kuhn,FB,2005,NULL,NULL,"6'00""",250,"Shippensburg, Pa."
2506314,Derek,Wake,DE,2005,NULL,NULL,"6'03""",263,Penn State
2506194,Nick,Novak,K,2005,NULL,NULL,"6'00""",198,Maryland
2506613,Jon,Ryan,P,2006,NULL,NULL,"6'00""",217,"Regina, Can."
2495826,Vernon,Davis,TE,2006,1,6,"6'03""",244,Maryland
2495824,Jay,Cutler,QB,2006,1,11,"6'03""",231,Vanderbilt
2506879,Etuini,Ngata,DT,2006,1,12,"6'04""",340,Oregon
2495872,Johnathan,Joseph,CB,2006,1,24,"5'11""",185,South Carolina
2495888,Marcedes,Lewis,TE,2006,1,28,"6'06""",280,UCLA
2495835,Anthony,Fasano,TE,2006,2,53,"6'04""",258,Notre Dame
2495977,Andrew,Whitworth,T,2006,2,55,"6'07""",333,Louisiana State
2506908,Frostee,Rucker,DT,2006,3,91,"6'03""",280,Southern California
2506919,Jahri,Evans,G,2006,4,108,"6'04""",318,Bloomsburg
2506922,Stephen,Gostkowski,K,2006,4,118,"6'01""",215,Memphis
2495893,Brandon,Marshall,WR,2006,4,119,"6'05""",232,Central Florida
2506925,Domata,Peko,NT,2006,4,123,"6'03""",325,Michigan State
2495832,Elvis,Dumervil,DE,2006,4,126,"5'11""",250,Louisville
2506931,Kyle,Williams,DT,2006,5,134,"6'01""",303,Louisiana State
2495966,Delanie,Walker,TE,2006,6,175,"6'02""",248,Central Missouri
276,Christopher,Long,DE,2008,1,2,"6'03""",270,Virginia
310,Matthew,Ryan,QB,2008,1,3,"6'04""",217,Boston College
949,Jonathan,Stewart,RB,2008,1,13,"5'10""",240,Oregon
306,Dominique,Rodgers-Cromartie,CB,2008,1,16,"6'02""",205,Tennessee State
382,Joseph,Flacco,QB,2008,1,18,"6'06""",245,Delaware
1302,Aqib,Talib,CB,2008,1,20,"6'01""",205,Kansas
262,Chris,Johnson,RB,2008,1,24,"5'11""",203,East Carolina
1032,Jordy,Nelson,WR,2008,2,36,"6'03""",217,Kansas State
234,Matthew,Forte,RB,2008,2,44,"6'02""",218,Tulane
1581,DeSean,Jackson,WR,2008,2,49,"5'10""",175,California
744,Calais,Campbell,DE,2008,2,50,"6'08""",300,Miami
252,Chad,Henne,QB,2008,2,57,"6'03""",222,Michigan
1062,Martellus,Bennett,TE,2008,2,61,"6'06""",275,Texas A&M
925,Jamaal,Charles,RB,2008,3,73,"5'11""",199,Texas
786,Patrick,Sims,DT,2008,3,77,"6'02""",330,Auburn
1330,Clifford,Avril,DE,2008,3,92,"6'03""",260,Purdue
1681,Tyvon,Branch,SS,2008,4,100,"6'00""",210,Connecticut
4483,William,Hayes,DE,2008,4,103,"6'03""",278,Winston-Salem
1974,Quintin,Demps,SS,2008,4,117,"5'11""",216,Texas-El Paso
758,Breno,Giacomini,T,2008,5,150,"6'07""",318,Louisville
4487,Matthew,Slater,WR,2008,5,153,"6'00""",205,UCLA
2507488,Erik,Walden,OLB,2008,6,167,"6'02""",250,Middle Tennessee
2507491,John,Sullivan,C,2008,6,187,"6'04""",310,Notre Dame
1344,Ahtyba,Rubin,DT,2008,6,190,"6'02""",325,Iowa State
2346,Pierre,Garcon,WR,2008,6,205,"6'00""",211,Mount Union
4263,Brett,Kern,P,2008,NULL,NULL,"6'02""",214,Toledo
2354,Wesley,Woodyard,ILB,2008,NULL,NULL,"6'00""",233,Kentucky
2507358,Christopher,Clark,T,2008,NULL,NULL,"6'05""",305,Southern Mississippi
2514414,Jerrell,Freeman,ILB,2008,NULL,NULL,"6'00""",235,Mary Hardin-Baylor
2507728,Jermey,Parnell,T,2009,NULL,NULL,"6'06""",326,Mississippi
2507731,Garrison,Sanborn,LS,2009,NULL,NULL,"6'01""",240,Florida State
71309,Graham,Gano,K,2009,NULL,NULL,"6'02""",202,Florida State
2522602,Matthew,Overton,LS,2010,NULL,NULL,"6'01""",243,Western Washington
497095,Samuel,Bradford,QB,2010,1,1,"6'04""",224,Oklahoma
496861,Ndamukong,Suh,DT,2010,1,2,"6'04""",305,Nebraska
496816,Gerald,McCoy,DT,2010,1,3,"6'04""",300,Oklahoma
497073,Trent,Williams,T,2010,1,4,"6'05""",320,Oklahoma
496723,James,Berry,SS,2010,1,5,"6'00""",212,Tennessee
497032,Russell,Okung,T,2010,1,6,"6'05""",310,Oklahoma State
496733,Joseph,Haden,CB,2010,1,7,"5'11""",195,Florida
496760,Tyson,Alualu,DE,2010,1,10,"6'03""",304,California
496788,Brandon,Graham,DE,2010,1,13,"6'02""",265,Michigan
2508080,Earl,Thomas,FS,2010,1,14,"5'10""",202,Texas
496843,Jason,Pierre-Paul,DE,2010,1,15,"6'05""",278,South Florida
496828,Derrick,Morgan,OLB,2010,1,16,"6'04""",261,Georgia Tech
497016,Mike,Iupati,G,2010,1,17,"6'05""",331,Idaho
497042,LaShawn,Pouncey,C,2010,1,18,"6'04""",304,Florida
496735,Kareem,Jackson,CB,2010,1,20,"5'10""",185,Alabama
497238,Jermaine,Gresham,TE,2010,1,21,"6'05""",260,Oklahoma
497328,Demaryius,Thomas,WR,2010,1,22,"6'03""",229,Georgia Tech
496988,Bryan,Bulaga,T,2010,1,23,"6'05""",314,Iowa
497278,Dez,Bryant,WR,2010,1,24,"6'02""",220,Oklahoma State
494287,Devin,McCourty,FS,2010,1,27,"5'10""",195,Rutgers
496796,Jerry,Hughes,DE,2010,1,31,"6'02""",254,Texas Christian
2508084,Patrick,Robinson,CB,2010,1,32,"5'11""",191,Florida State
497048,Rodger,Saffold,G,2010,2,33,"6'05""",325,Indiana
2508043,Nathaniel,Allen,FS,2010,2,37,"6'01""",214,South Florida
494323,Terrell,Ward,FS,2010,2,38,"5'10""",200,Oregon
497270,Arrelious,Benn,WR,2010,2,39,"6'02""",228,Illinois
497240,Robert,Gronkowski,TE,2010,2,42,"6'06""",265,Arizona
496794,Lamarr,Houston,OLB,2010,2,44,"6'03""",270,Texas
496980,Zane,Beadles,G,2010,2,45,"6'04""",305,Utah
496802,Linval,Joseph,NT,2010,2,46,"6'04""",329,East Carolina
496780,Carlos,Dunlap,DE,2010,2,54,"6'06""",280,Florida
496937,Sean,Lee,OLB,2010,2,55,"6'02""",245,Penn State
497326,Golden,Tate,WR,2010,2,60,"5'10""",197,Notre Dame
2508044,Vladimir,Ducasse,G,2010,2,61,"6'05""",329,Massachusetts
497061,Edwin,Veldheer,T,2010,3,69,"6'08""",321,Hillsdale
497224,Edward,Dickson,TE,2010,3,70,"6'04""",255,Oregon
496727,Morgan,Burnett,SS,2010,3,71,"6'01""",209,Georgia Tech
497018,John,Jerry,G,2010,3,73,"6'05""",340,Mississippi
497302,Brandon,LaFell,WR,2010,3,78,"6'03""",210,Louisiana State
496822,Earl,Mitchell,DT,2010,3,81,"6'03""",310,Arizona
497322,Emmanuel,Sanders,WR,2010,3,82,"5'11""",180,Southern Methodist
496841,Corey,Peters,DT,2010,3,83,"6'03""",305,Kentucky
497284,Eric,Decker,WR,2010,3,87,"6'03""",214,Minnesota
497320,Andre,Roberts,WR,2010,3,88,"5'11""",192,Citadel
2508088,Navorro,Bowman,MLB,2010,3,91,"6'00""",242,Penn State
497028,Shawn,Lauvao,G,2010,3,92,"6'03""",308,Arizona State
497236,Jimmy,Graham,TE,2010,3,95,"6'07""",265,Miami
496790,Everson,Griffen,DE,2010,4,100,"6'03""",273,Southern California
494317,Alterraun,Verner,CB,2010,4,104,"5'10""",187,UCLA
496762,Gene,Atkins,DT,2010,4,120,"6'01""",300,Georgia
496881,Al,Woods,NT,2010,4,123,"6'04""",330,Louisiana State
497246,Michael,Hoomanawanui,TE,2010,5,132,"6'04""",265,Illinois
494257,Kameron,Chancellor,SS,2010,5,133,"6'03""",225,Virginia Tech
494289,Sherrick,McManis,CB,2010,5,144,"6'01""",193,Northwestern
494254,Nolan,Carroll,CB,2010,5,145,"6'01""",205,Maryland
496739,Reshad,Jones,SS,2010,5,163,"6'01""",223,Georgia
497030,Marshall,Newhouse,T,2010,5,169,"6'04""",328,Texas Christian
496825,Arthur,Moats,OLB,2010,6,178,"6'00""",246,James Madison
2508061,Antonio,Brown,WR,2010,6,195,"5'10""",181,Central Michigan
1037347,Joseph,Webb,QB,2010,6,199,"6'04""",230,Alabama-Birmingham
2508063,Willie,Young,OLB,2010,7,213,"6'04""",259,North Carolina State
496961,Gregory,Watson,OLB,2010,7,217,"6'02""",245,Florida State
497226,Jim,Dray,TE,2010,7,233,"6'05""",255,Stanford
494261,Kurtis,Coleman,FS,2010,7,244,"5'11""",208,Ohio State
1037913,Robert,McClain,CB,2010,7,249,"5'09""",195,Connecticut
2507817,Rafael,Bush,SS,2010,NULL,NULL,"5'11""",205,South Carolina State
2513195,Justin,Drescher,LS,2010,NULL,NULL,"6'01""",235,Colorado
2507828,Logan,Paulsen,TE,2010,NULL,NULL,"6'05""",268,UCLA
2507918,Christopher,Maragos,SS,2010,NULL,NULL,"5'10""",200,Wisconsin
494259,Barry,Church,SS,2010,NULL,NULL,"6'02""",218,Toledo
2507948,Frank,Zombo,OLB,2010,NULL,NULL,"6'03""",254,Central Michigan
2517637,George,Johnson,DE,2010,NULL,NULL,"6'04""",265,Rutgers
2507999,Christopher,Ivory,RB,2010,NULL,NULL,"6'00""",223,Tiffin
2508004,Anthony,Levine,SS,2010,NULL,NULL,"5'11""",200,Tennessee State
2508007,Marcus,Sherels,CB,2010,NULL,NULL,"5'10""",175,Minnesota
496782,Junior,Galette,OLB,2010,NULL,NULL,"6'02""",254,Stillman
2508008,Charles,Cox,LS,2010,NULL,NULL,"6'04""",233,Tennessee
2508016,Mitchell,Unrein,DE,2010,NULL,NULL,"6'04""",301,Wyoming
2508101,James,Develin,FB,2010,NULL,NULL,"6'03""",255,Brown
2525323,Andrew,Sendejo,SS,2010,NULL,NULL,"6'01""",210,Rice
2538176,Attauyo,Nsekhe,T,2012,NULL,NULL,"6'08""",338,Texas State
2495455,Cameron,Newton,QB,2011,1,1,"6'05""",245,Auburn
2495202,Von,Miller,OLB,2011,1,2,"6'03""",250,Texas A&M
2495478,Marcell,Dareus,DT,2011,1,3,"6'03""",331,Alabama
2495450,Adriel,Green,WR,2011,1,4,"6'04""",210,Georgia
2495504,Patrick,Peterson,CB,2011,1,5,"6'01""",203,Louisiana State
2495454,Quintorris,Jones,WR,2011,1,6,"6'03""",220,Alabama
2495435,Tyron,Smith,T,2011,1,9,"6'05""",320,Southern California
2495488,Justin,Watt,DE,2011,1,11,"6'05""",295,Wisconsin
2495485,Robert,Quinn,OLB,2011,1,14,"6'04""",264,North Carolina
2495216,James,Pouncey,C,2011,1,15,"6'05""",298,Florida
2495190,Patrick,Kerrigan,OLB,2011,1,16,"6'04""",259,Purdue
2495232,Nathaniel,Solder,T,2011,1,17,"6'08""",325,Colorado
2495483,Corey,Liuget,DT,2011,1,18,"6'02""",300,Illinois
2495108,Prince,Amukamara,CB,2011,1,19,"6'00""",204,Nebraska
2495140,Adrian,Clayborn,DE,2011,1,20,"6'03""",280,Iowa
2495137,Anthony,Castonzo,T,2011,1,22,"6'07""",311,Boston College
2495184,Cameron,Jordan,DE,2011,1,24,"6'04""",287,California
2495134,James,Carpenter,G,2011,1,25,"6'05""",321,Alabama
2508107,James,Smith,CB,2011,1,27,"6'02""",210,Colorado
2495466,Mark,Ingram,RB,2011,1,28,"5'09""",215,Alabama
2495490,Muhammad,Wilkerson,DE,2011,1,30,"6'04""",315,Temple
2508109,Cameron,Heyward,DT,2011,1,31,"6'05""",295,Ohio State
2495143,Andrew,Dalton,QB,2011,2,35,"6'02""",220,Texas Christian
2495228,Jabaal,Sheard,DE,2011,2,37,"6'03""",265,Pittsburgh
2495136,Bruce,Carter,ILB,2011,2,40,"6'02""",240,North Carolina
2495178,Jarvis,Jenkins,DE,2011,2,41,"6'04""",300,Clemson
2495218,Brooks,Reed,DE,2011,2,42,"6'03""",254,Arizona
2495438,Kyle,Rudolph,TE,2011,2,43,"6'06""",265,Notre Dame
2495187,Lance,Kendricks,TE,2011,2,47,"6'03""",250,Wisconsin
2495250,Stefen,Wisniewski,G,2011,2,48,"6'03""",305,Penn State
2495174,Benjamin,Ijalana,T,2011,2,49,"6'04""",322,Villanova
2495153,Marcus,Gilchrist,FS,2011,2,50,"5'10""",200,Clemson
2495210,Stephen,Paea,DT,2011,2,53,"6'01""",300,Oregon State
2495171,Rodney,Hudson,C,2011,2,55,"6'02""",300,Florida State
2495473,Shane,Vereen,RB,2011,2,56,"5'10""",205,California
2495459,James,Smith,WR,2011,2,58,"6'00""",205,Maryland
2508111,Marcus,Gilbert,T,2011,2,63,"6'06""",330,Florida
2495448,Randall,Cobb,WR,2011,2,64,"5'10""",192,Kentucky
2495311,Terrell,McClain,DE,2011,3,65,"6'02""",302,South Florida
2495493,Justin,Houston,OLB,2011,3,70,"6'03""",258,Georgia
2495207,DeMarco,Murray,RB,2011,3,71,"6'01""",220,Oklahoma
2495443,Ryan,Mallett,QB,2011,3,74,"6'06""",250,Arkansas
2495476,Jurrell,Casey,DT,2011,3,77,"6'01""",305,Southern California
2495281,Mason,Foster,ILB,2011,3,84,"6'01""",250,Washington
2495116,Allen,Bailey,DE,2011,3,86,"6'03""",288,Miami
2495251,Shareece,Wright,CB,2011,3,89,"5'11""",184,Southern California
2508117,Joseph,Barksdale,T,2011,3,92,"6'05""",326,Louisiana State
2495272,Christopher,Conte,SS,2011,3,93,"6'02""",203,California
2495252,Kenneth,Wright,OLB,2011,4,99,"6'04""",246,Mississippi State
2495339,Da'Norris,Searcy,SS,2011,4,100,"5'11""",207,North Carolina
2495123,Clint,Boling,G,2011,4,101,"6'05""",305,Georgia
2495101,Samuel,Acho,OLB,2011,4,103,"6'03""",259,Texas
2495234,Lucas,Stocker,TE,2011,4,104,"6'06""",253,Tennessee
2495157,Christian,Hairston,T,2011,4,122,"6'06""",330,Clemson
2495467,Taiwan,Jones,RB,2011,4,125,"6'00""",195,Eastern Washington
2495328,Bilal,Powell,RB,2011,4,126,"5'10""",204,Louisville
2495353,Julius,Thomas,TE,2011,4,129,"6'05""",262,Portland State
2495170,Davon,House,CB,2011,4,131,"6'00""",195,New Mexico State
2495340,Anthony,Sherman,FB,2011,5,136,"5'10""",242,Connecticut
2495343,Darryl,Skrine,CB,2011,5,137,"5'09""",185,Chattanooga
2495131,Marcus,Cannon,T,2011,5,138,"6'06""",335,Texas Christian
2495300,Karl,Klug,DT,2011,5,142,"6'03""",278,Iowa
2495471,Jacquizz,Rodgers,RB,2011,5,145,"5'07""",190,Oregon State
2495469,Dion,Lewis,RB,2011,5,149,"5'08""",195,Pittsburgh
2495189,Jeremy,Kerley,WR,2011,5,153,"5'09""",188,Texas Christian
2495507,Richard,Sherman,CB,2011,5,154,"6'03""",195,Stanford
2495211,Niles,Paul,TE,2011,5,155,"6'01""",242,Nebraska
2495347,Joseph,Smith,TE,2011,5,159,"6'06""",265,Marshall
2508126,Christopher,Carter,OLB,2011,5,162,"6'01""",240,Fresno State
2495299,Daniel,Kilgore,C,2011,5,163,"6'03""",308,Appalachian State
2495201,Pernell,McPhee,OLB,2011,5,165,"6'03""",269,Mississippi State
2495283,Brandon,Fusco,G,2011,6,172,"6'04""",306,Slippery Rock
2495310,Byron,Maxwell,CB,2011,6,173,"6'01""",198,Clemson
2495139,Charles,Clay,TE,2011,6,174,"6'03""",255,Tulsa
2495159,Dwayne,Harris,WR,2011,6,176,"5'10""",202,East Carolina
2495331,Aldrick,Robinson,WR,2011,6,178,"5'10""",187,Southern Methodist
2495240,Tyrod,Taylor,QB,2011,6,180,"6'01""",215,Virginia Tech
2495472,Jordan,Todman,RB,2011,6,183,"5'10""",200,Connecticut
2499257,Colin,Jones,FS,2011,6,190,"6'00""",205,Texas Christian
2495298,Jason,Kelce,C,2011,6,191,"6'03""",295,Cincinnati
2495124,Matt,Bosher,P,2011,6,192,"6'00""",208,Miami
2508132,James,Thomas,OLB,2011,6,195,"6'01""",236,West Virginia
2495288,Virgil,Green,TE,2011,7,204,"6'05""",255,Nevada
2495481,Lawrence,Guy,DE,2011,7,233,"6'04""",305,Arizona State
2508140,Michael,Person,C,2011,7,239,"6'04""",299,Montana State
2558295,Adam,Bighill,LB,2016,NULL,NULL,"5'10""",230,Central Washington
2532331,Michael,Wilhoite,MLB,2011,NULL,NULL,"6'00""",245,Washburn
2530722,Kyle,Nelson,LS,2011,NULL,NULL,"6'02""",240,New Mexico State
2530510,Christopher,Harris,CB,2011,NULL,NULL,"5'10""",199,Kansas
2530515,Chris,Hogan,WR,2011,NULL,NULL,"6'01""",210,"Monmouth, N.J."
2530556,Kenneth,Wiggins,G,2011,NULL,NULL,"6'06""",314,Fresno State
2495486,Sealver,Siliga,DT,2011,NULL,NULL,"6'02""",345,Utah
2495453,Andre,Holmes,WR,2011,NULL,NULL,"6'04""",210,Hillsdale
2530491,Joshua,Bynes,ILB,2011,NULL,NULL,"6'01""",235,Auburn
2495262,Nick,Bellore,ILB,2011,NULL,NULL,"6'01""",250,Central Michigan
2530474,Mario,Addison,DE,2011,NULL,NULL,"6'03""",260,Troy
2530852,Jacob,McQuaide,LS,2011,NULL,NULL,"6'02""",225,Ohio State
2530700,Dontrelle,Inman,WR,2011,NULL,NULL,"6'03""",205,Virginia
2495356,Cedric,Thornton,DT,2011,NULL,NULL,"6'04""",295,Southern Arkansas
2530747,Doug,Baldwin,WR,2011,NULL,NULL,"5'10""",192,Stanford
2530794,Ronald,Parker,FS,2011,NULL,NULL,"6'00""",206,Newberry
2530765,Jonathan,Freeny,OLB,2011,NULL,NULL,"6'02""",254,Rutgers
2532871,Bruce,Irvin,OLB,2012,1,15,"6'03""",260,West Virginia
2533060,D'Andre,Kirkpatrick,CB,2012,1,17,"6'02""",185,Alabama
2532870,Melvin,Ingram,DE,2012,1,18,"6'02""",247,South Carolina
2532977,Kendall,Wright,WR,2012,1,20,"5'10""",185,Baylor
2533538,Chandler,Jones,OLB,2012,1,21,"6'05""",265,Syracuse
2533042,Riley,Reiff,T,2012,1,23,"6'06""",305,Iowa
2533043,David,DeCastro,G,2012,1,24,"6'05""",316,Stanford
2533057,Qualin,Hightower,MLB,2012,1,25,"6'03""",265,Alabama
2533049,Whitney,Mercilus,OLB,2012,1,26,"6'04""",265,Illinois
2532980,Kevin,Zeitler,G,2012,1,27,"6'04""",315,Wisconsin
2533048,Nicholas,Perry,OLB,2012,1,28,"6'03""",265,Southern California
2532948,Harrison,Smith,FS,2012,1,29,"6'02""",214,Notre Dame
2532899,Douglas,Martin,RB,2012,1,31,"5'09""",223,Boise State
2532933,Brian,Quick,WR,2012,2,33,"6'03""",218,Appalachian State
2532838,Jacoby,Fleener,TE,2012,2,34,"6'06""",251,Stanford
2532964,Courtney,Upshaw,DE,2012,2,35,"6'02""",272,Alabama
2533026,Derek,Wolfe,DE,2012,2,36,"6'05""",285,Cincinnati
2532945,Mitchell,Schwartz,T,2012,2,37,"6'05""",320,California
2532801,Orlandus,Branch,DE,2012,2,38,"6'05""",263,Clemson
2532875,Janoris,Jenkins,CB,2012,2,39,"5'10""",198,North Alabama
2532947,Aminiasi,Silatolu,G,2012,2,40,"6'04""",305,Midwestern State
2532849,Cordy,Glenn,T,2012,2,41,"6'06""",345,Georgia
2532787,Jeffery,Allen,G,2012,2,44,"6'04""",306,Illinois
2533039,Alshon,Jeffery,WR,2012,2,45,"6'03""",218,South Carolina
2532890,Marvin,Kendricks,OLB,2012,2,46,"6'00""",240,California
2532966,Bobby,Wagner,MLB,2012,2,47,"6'00""",245,Utah State
2534830,Tavon,Wilson,SS,2012,2,48,"6'00""",212,Illinois
2533052,Jerel,Worthy,DT,2012,2,51,"6'02""",300,Michigan State
2532804,Zach,Brown,ILB,2012,2,52,"6'01""",251,North Carolina
2533436,Brock,Osweiler,QB,2012,2,57,"6'07""",240,Arizona State
2532828,Lavonte,David,OLB,2012,2,58,"6'01""",233,Nebraska
2532825,Vincent,Curry,DE,2012,2,59,"6'03""",279,Marshall
2532922,Kelechi,Osemele,G,2012,2,60,"6'05""",330,Iowa State
2532861,Casey,Hayward,CB,2012,2,62,"5'11""",192,Vanderbilt
2533046,Dwayne,Allen,TE,2012,3,64,"6'03""",265,Clemson
2532877,Trumaine,Johnson,CB,2012,3,65,"6'02""",213,Montana
2533542,Joshua,Robinson,FS,2012,3,66,"5'10""",199,Central Florida
2533000,Bryan,Anger,P,2012,3,70,"6'03""",205,California
2532891,Josh,LeRibeus,C,2012,3,71,"6'02""",310,Southern Methodist
2533534,Olivier,Vernon,DE,2012,3,72,"6'02""",262,Miami
2532993,Donald,Stephenson,T,2012,3,74,"6'06""",312,Oklahoma
2532975,Russell,Wilson,QB,2012,3,75,"5'11""",215,Wisconsin
2534434,Brandon,Brooks,G,2012,3,76,"6'05""",335,"Miami, O."
2533008,Demario,Davis,ILB,2012,3,77,"6'02""",248,Arkansas State
2532821,Tyrone,Crawford,DE,2012,3,81,"6'04""",295,Boise State
2533040,Mohamed,Sanu,WR,2012,3,83,"6'02""",210,Rutgers
2532952,Sean,Spence,ILB,2012,3,86,"5'11""",231,Miami
2533433,Akiem,Hicks,DE,2012,3,89,"6'05""",332,"Regina, Can."
2532865,Eugene,Hilton,WR,2012,3,92,"5'09""",178,Florida International
2533010,Anthony,Bergstrom,G,2012,3,95,"6'05""",315,Utah
